Bioinformatics,25173419,2015,null,http://www.hdfgroup.org/HDF5/,301,package,http://www.R-project.org/,200
Bioinformatics,17237073,2007,null,http://decipher.sanger.ac.uk/syndromes,301,null,http://www.sanger.ac.uk/turl/72d,301
Bioinformatics,18567917,2008,available,ftp://ftp.ncbi.nlm.nih.gov/pub/agarwala/indexed_megablast,301,available,ftp://ftp.ncbi.nlm.nih.gov/pub/agarwala/indexed_megablast/queries,301
Bioinformatics,18562273,2008,null,http://zhang.bioinformatics.ku.edu/I-TASSER/,302,null,http://www.ebi.ac.uk/dali/,301
Bioinformatics,18593718,2008,null,http://www.biowisdom.com/navigation/srs/srs,301,,,
Bioinformatics,18573796,2008,bodyNotFound,,,,,
Bioinformatics,18599518,2008,bodyNotFound,,,,,
Bioinformatics,18596077,2008,bodyNotFound,,,,,
Bioinformatics,18842600,2008,null,http://pathema.jcvi.org,302,,,
Bioinformatics,18940828,2008,software,http://crfpp.sourceforge.net/,301,,,
Bioinformatics,18952627,2008,null,www.phrap.org,-1,null,http://kmer.sf.net,301
Bioinformatics,18940825,2008,download,http://sitepredict.org/,-1,download,http://sitepredict.org/,-1
Bioinformatics,18984598,2008,null,http://www.affymetrix.com/support/technical/sample_data/exon_array_data.affx,301,null,http://www.affymetrix.com/support/technical/sample_data/exon_array_data.affx,301
Bioinformatics,18953045,2008,available,http://www.lycaenid.org/augist/,200,,,
Bioinformatics,18922806,2008,null,http://medusa.jrc.it,301,null,http://biodefense.georgetown.edu/projects/argus.aspx,-1
Bioinformatics,18845581,2008,null,http://ibatis.apache.org,200,null,http://www.sequenceontology.org/,200
Bioinformatics,18852176,2008,available,http://harlequin.jax.org/nmf/,200,,,
Bioinformatics,18842598,2008,null,http://maq.sourceforge.net/,200,null,http://compbio.cs.toronto.edu/shrimp/,200
Bioinformatics,18818215,2008,null,http://www.ebi.ac.uk/msd-srv/ssm/cgi-bin/ssmserver,200,,,
Bioinformatics,18842599,2008,null,http://www.ncbi.nlm.nih.gov/geo/,301,null,http://www.ncbi.nlm.nih.gov/entrez/query/static/eutils_help.html,301
Bioinformatics,18930952,2008,code,http://sciruby.codeforpeople.com,200,null,ProteomeCommons.org,-1
Bioinformatics,24931981,2014,null,TableS1,-1,null,TableS2,-1
Bioinformatics,18689809,2008,null,http://www.iscb.org/ismb2008/,301,,,
Bioinformatics,19497932,2009,null,http://maq.sourceforge.net/,200,,,
Bioinformatics,18480101,2008,package,http://sary.sourceforge.net,200,null,http://compbio.dfci.harvard.edu/tgi,301
Bioinformatics,18586704,2008,null,http://microbialgenomics.energy.gov/,-1,null,ftp://ftp.ncbi.nih.gov/genomes/,301
Bioinformatics,18586709,2008,algorithm,http://algorithmics.molgen.mpg.de/Supplements/InfDif/,302,,,
Bioinformatics,20089514,2010,available,http://idbps.tau.ac.il/,200,,,
Bioinformatics,20194625,2010,null,http://obi-ontology.org/page/Main_Page,404,null,http://www.brc.riken.jp/lab/bpmp/SDOP/,301
Bioinformatics,18586718,2008,library,http://www.planet-lisa.net,-1,,,
Bioinformatics,18586720,2008,null,http://genome.ucsc.edu/,200,null,http://fantom.gsc.riken.go.jp/,200
Bioinformatics,18586721,2008,null,http://theory.cs.uvic.ca/cos.html,-1,,,
Bioinformatics,18586713,2008,package,http://www.csie.ntu.edu.tw/~cjlin/libsvm,301,,,
Bioinformatics,18586745,2008,null,http://www.ncbi.nlm.nih.gov/Traces/,301,,,
Bioinformatics,18586727,2008,null,http://www.aber.ac.uk/compsci/Research/bio/dss/EXACT/,301,,,
Bioinformatics,18586728,2008,null,www.argumentation.org,-1,here,http://www.mouseatlas.org,200
Bioinformatics,18586731,2008,available,http://www.lri.fr/~lemoine/GenoQuery/,301,null,http://genome.jouy.inra.fr/prose,200
Bioinformatics,18586733,2008,null,www.proteomecommons.org,-1,,,
Bioinformatics,18586734,2008,available,http://noble.gs.washington.edu/proj/intense,302,available,http://noble.gs.washington.edu/proj/retention/data/data.html,302
Bioinformatics,18586736,2008,method,SupplementFig.A1,-1,,,
Bioinformatics,19073590,2009,null,bioinformatics.wustl.edu/webTools/portalModule/PromoterSearch.do,-1,null,http://zlab.bu.edu/clover/,301
Bioinformatics,18586740,2008,available,http://hivdb.stanford.edu,200,,,
Bioinformatics,18586723,2008,null,http://www.membranetransport.org/,301,null,http://www.tcdb.org,200
Bioinformatics,18586746,2008,tool,http://www.shogun-toolbox.org,200,null,http://www.fml.tuebingen.mpg.de/raetsch/projects/POIM,302
Bioinformatics,18586748,2008,software,http://micans.org/mcl/src,301,download,http://ekhidna.biocenter.helsinki.fi/downloads/adda,200
Bioinformatics,18586749,2008,null,http://www.progenetix.net,302,,,
Bioinformatics,18586750,2008,null,http://www.cs.unm.edu/moret/GRAPPA/,404,,,
Bioinformatics,18463117,2008,tool,www.oboedit.org,-1,null,http://compbio.uchsc.edu/Hunter_lab/Bada/nonalignments_2008_03_06.html,-1
Bioinformatics,18445605,2008,method,http://lucene.apache.org/,200,package,http://lucene.apache.org/solr/,200
Bioinformatics,18434342,2008,available,http://topdom.enzim.hu,200,available,http://topdom.enzim.hu,200
Bioinformatics,18430742,2008,null,http://crfpp.sourceforge.net/,301,,,
Bioinformatics,18400773,2008,null,http://www.ncbi.nlm.nih.gov/sites/entrez,301,null,http://www.hubmed.org,200
Bioinformatics,18356192,2008,null,www.solexa.com,-1,null,www.opgen.com,-1
Bioinformatics,22531216,2012,null,http://tachyon.bii.a-star.edu.sg,200,null,http://tachyon.bii.a-star.edu.sg,200
Bioinformatics,22689776,2012,null,http://www.proteinatlas.org,200,,,
Bioinformatics,22962472,2012,software,www.ingenuity.com,-1,,,
Bioinformatics,22689782,2012,library,http://www.bioinf.uni-sb.de/OK/BALL/,301,algorithm,http://fasta.bioch.virginia.edu/fasta_www2/fasta_down.shtml,301
Bioinformatics,22689769,2012,available,http://psrg.csail.mit.edu/resources.html,301,,,
Bioinformatics,22689785,2012,download,http://www.csse.monash.edu.au/~karun/sst,302,code,http://www.csse.monash.edu.au/karun/sst/codes.html,404
Bioinformatics,22539670,2012,null,http://www.GenePattern.org,301,,,
Bioinformatics,22492640,2012,null,http://bioinf.xmu.edu.cn:8080/PaGeFinder/index.jsp,404,,,
Bioinformatics,22253291,2012,download,www.bsc.es/cg/rela/downloads,-1,null,http://www.bsc.es/cg/rela,-1
